Rank,AQI,City,State,Population
702,56.6,Trabuco Canyon, CA,0
702,56.6,Cedar Ridge, CA,"1,132"
702,56.6,Cold Springs CDP, CA,193
702,56.6,Long Barn, CA,291
702,56.6,Mi Wuk Village, CA,"1,069"
702,56.6,Mono Vista, CA,"1,979"
702,56.6,Phoenix Lake, CA,"4,712"
702,56.6,Sierra Village, CA,612
702,56.6,Soulsbyville, CA,"2,020"
702,56.6,Strawberry CDP, CA,228
702,56.6,Twain Harte, CA,"2,374"
716,56.5,Adamsville, AL,"4,472"
716,56.5,Edgewater, AL,804
716,56.5,Fairfield, AL,"11,039"
716,56.5,Mcdonald Chapel, AL,514
716,56.5,Maytown, AL,319
716,56.5,Minor, AL,"1,275"
716,56.5,Mulga, AL,952
716,56.5,Pleasant Grove, AL,"10,230"
716,56.5,Sylvan Springs, AL,"1,671"
716,56.5,Carrizo, AZ,182
716,56.5,Cibecue, AZ,"1,797"
716,56.5,Torrance, CA,"147,181"
716,56.5,Docena, AL,0
716,56.5,Linwood, NC,0
716,56.5,Elsinore, UT,864
716,56.5,Emigration Canyon, UT,"1,649"
716,56.5,Eureka, UT,615
716,56.5,Mayfield, UT,391
716,56.5,Oak City, UT,651
716,56.5,Locust, NC,"2,997"
736,56.5,Avery, CA,674
736,56.5,Carson, CA,"92,475"
736,56.5,Forest Meadows, CA,"1,674"
736,56.5,Lomita, CA,"20,539"
736,56.5,Murphys, CA,"1,884"
736,56.5,Palos Verdes Estates, CA,"13,568"
736,56.5,Rancho Palos Verdes, CA,"42,282"
736,56.5,Rolling Hills, CA,"1,689"
736,56.5,Rolling Hills Estates, CA,"8,184"
736,56.5,West Carson, CA,"20,766"
736,56.5,Sevierville, TN,"15,592"
736,56.5,Douglas Flat, CA,0
736,56.5,Harbor City, CA,0
736,56.5,Hathaway Pines, CA,0
736,56.5,Palos Verdes Peninsula, CA,0
736,56.5,Elk Ridge, UT,"2,699"
736,56.5,Genola, UT,"1,261"
736,56.5,Spring Lake, UT,477
754,56.4,Fillmore, UT,"2,835"
754,56.4,Salt Lake City, UT,"189,267"
754,56.4,Huntersville, NC,"49,279"
754,56.4,Gila Crossing, AZ,544
754,56.4,Komatke, AZ,"1,418"
754,56.4,St. Johns, AZ,316
754,56.4,Santa Cruz, AZ,37
754,56.4,Homestead Valley, CA,"3,366"
754,56.4,Joshua Tree, CA,"7,564"
754,56.4,Laveen, AZ,0
764,56.3,Emigrant Gap, CA,0
764,56.3,Albemarle, NC,"15,924"
764,56.3,Millingport, NC,651
764,56.3,Mount Pleasant, NC,"1,864"
764,56.3,Cedar Valley, UT,0
764,56.3,Fruitland, UT,0
764,56.3,Benjamin, UT,"1,171"
764,56.3,Copperton, UT,551
764,56.3,Cottonwood Heights, UT,"33,932"
764,56.3,Fountain Green, UT,"1,118"
764,56.3,Lake Shore, UT,785
764,56.3,Levan, UT,779
764,56.3,Nephi, UT,"5,442"
764,56.3,Orangeville, UT,"1,483"
764,56.3,Payson, UT,"18,928"
764,56.3,Salem, UT,"6,789"
764,56.3,Silver Summit, UT,"3,591"
764,56.3,West Mountain, UT,784
764,56.3,Woodland Hills, UT,"1,297"
764,56.3,Alta, CA,369
764,56.3,Downieville, CA,233
764,56.3,Dutch Flat, CA,132
764,56.3,Sierra City, CA,263
787,56.2,Avondale, AZ,"77,912"
787,56.2,Goodyear, AZ,"70,148"
787,56.2,Maricopa Colony, AZ,547
787,56.2,Calexico, CA,"39,281"
787,56.2,Palm Springs, CA,"45,827"
787,56.2,Newell, NC,0
787,56.2,Harrisburg, NC,"13,549"
787,56.2,Midland, NC,"3,183"
787,56.2,Mint Hill, NC,"23,934"
787,56.2,Marion, UT,779
787,56.2,Oakley, UT,"1,495"
787,56.2,Snyderville, UT,"5,814"
787,56.2,Oasis, NV,29
800,56.1,Axtell, UT,0
801,56.1,Centerfield, UT,"1,257"
801,56.1,Ferron, UT,"1,541"
801,56.1,Glenwood, UT,415
801,56.1,Gunnison, UT,"3,267"
801,56.1,Leamington, UT,195
801,56.1,Lynndyl, UT,133
801,56.1,Mantua, UT,719
801,56.1,Myton, UT,580
801,56.1,Sterling, UT,248
810,56.0,Monroe, UT,"2,756"
810,56.0,Alcoa, TN,"8,556"
810,56.0,Fair Garden, TN,384
810,56.0,Anaheim, CA,"342,973"
810,56.0,Independence, CA,681
810,56.0,Lone Pine, CA,"2,017"
816,55.9,Lake Of The Woods, CA,539
816,55.9,Long Beach, CA,"468,594"
816,55.9,Signal Hill, CA,"11,245"
816,55.9,San Pedro, CA,0
816,55.9,Wilmington, CA,0
816,55.9,Moroni, UT,"1,407"
816,55.9,Perry, UT,"4,529"
816,55.9,Wales, UT,289
816,55.9,East Spencer, NC,"1,520"
816,55.9,Salisbury, NC,"33,524"
816,55.9,Southmont, NC,"1,316"
816,55.9,Spencer, NC,"3,267"
828,55.7,Sunland, CA,0
828,55.7,Grapeville, PA,714
828,55.7,Greensburg, PA,"14,726"
828,55.7,Jeannette, PA,"9,522"
828,55.7,Manor, PA,"3,261"
828,55.7,Penn, PA,596
828,55.7,St. Vincent College, PA,"1,299"
828,55.7,Cuyama, CA,72
828,55.7,Lakewood, CA,"80,926"
828,55.7,Onyx, CA,599
828,55.7,Bovard, PA,0
828,55.7,Luxor, PA,0
828,55.7,Westmoreland City, PA,0
841,55.6,Larimer, PA,0
841,55.6,Dravosburg, PA,"1,821"
841,55.6,Irwin, PA,"3,924"
841,55.6,Mckeesport, PA,"19,663"
841,55.6,North Irwin, PA,777
841,55.6,Port Vue, PA,"3,784"
841,55.6,White Oak, PA,"7,851"
841,55.6,Arnold, CA,"2,728"
841,55.6,Dorrington, CA,349
841,55.6,Layton, UT,"69,508"
851,55.5,East Carbon, UT,"1,301"
851,55.5,Highland, UT,"16,491"
851,55.5,Wendel, PA,0
851,55.5,Morgantown, IN,"1,033"
851,55.5,Helmsburg, IN,0
851,55.5,Benton, CA,178
851,55.5,Adamsburg, PA,259
851,55.5,South Greensburg, PA,"2,056"
851,55.5,Southwest Greensburg, PA,"2,130"
860,55.5,Friendsville, TN,845
860,55.5,Madisonville, TN,"4,703"
860,55.5,Vonore, TN,"1,585"
860,55.5,West Valley City, UT,"132,329"
860,55.5,Troy, NC,"3,458"
865,55.4,Saratoga Springs, UT,"21,061"
865,55.4,South Salt Lake, UT,"24,315"
865,55.4,Powell, TN,0
868,55.3,Heiskell, TN,0
868,55.3,Bluffdale, UT,"8,319"
868,55.3,West Mifflin, PA,"20,271"
868,55.3,Andersonville, TN,238
868,55.3,Knoxville, TN,"181,759"
868,55.3,Dewey-Humboldt, AZ,"3,913"
868,55.3,Prescott, AZ,"40,130"
868,55.3,Prescott Valley, AZ,"39,575"
868,55.3,Wilhoit, AZ,"1,075"
868,55.3,Humboldt, AZ,0
878,55.2,Enterprise CDP, UT,839
878,55.2,Coulters, PA,0
878,55.2,Corryton, TN,0
881,55.1,Armbrust, PA,0
881,55.1,Pleasant Unity, PA,0
881,55.1,Whitney, PA,0
881,55.1,Herriman, UT,"25,022"
881,55.1,Arona, PA,368
881,55.1,Rockford, TN,873
887,55.0,Boston, PA,366
887,55.0,Clairton, PA,"6,752"
887,55.0,Glassport, PA,"4,485"
887,55.0,Greenock, PA,"1,852"
887,55.0,Liberty, PA,"2,536"
887,55.0,Lincoln, PA,"1,000"
887,55.0,Versailles, PA,"1,634"
887,55.0,Greenback, TN,"1,032"
887,55.0,Norris, TN,"1,938"
887,55.0,Rillton, PA,0
887,55.0,Flat Rock, IN,0
887,55.0,Needham, IN,0
887,55.0,Nineveh, IN,0
887,55.0,Clifford, IN,276
887,55.0,Edinburgh, IN,"4,023"
887,55.0,Franklin, IN,"24,193"
887,55.0,Hartsville, IN,358
887,55.0,Hope, IN,"2,292"
887,55.0,Taylorsville, IN,926
887,55.0,Cedar Fort, UT,355
887,55.0,San Fernando, CA,"24,050"
908,54.9,Boggstown, IN,0
908,54.9,Corinne, UT,803
908,54.9,Delta, UT,"3,461"
908,54.9,Dugway, UT,820
908,54.9,Hinckley, UT,597
908,54.9,Wanship, UT,439
908,54.9,Mableton, GA,"40,521"
908,54.9,Greensburg, IN,"12,160"
908,54.9,Saint Paul, IN,"1,181"
908,54.9,Shelbyville, IN,"19,216"
908,54.9,Waldron, IN,747
919,54.8,Irondale, AL,"12,399"
919,54.8,Chino Valley, AZ,"10,879"
919,54.8,Jerome, AZ,392
919,54.8,Williamson, AZ,"5,398"
919,54.8,Herminie, PA,836
919,54.8,Clawson, UT,175
919,54.8,Cleveland, UT,532
919,54.8,Deseret, UT,326
919,54.8,Elberta, UT,366
919,54.8,Elmo, UT,398
919,54.8,Mona, UT,"1,414"
919,54.8,Oasis, UT,75
919,54.8,Riverton, UT,"40,274"
919,54.8,Summit Park, UT,"7,843"
933,54.7,Covington, GA,"13,342"
933,54.7,Jackson, GA,"4,959"
933,54.7,Oxford, GA,"2,273"
933,54.7,Porterdale, GA,"1,701"
933,54.7,Nashville, IN,"1,051"
933,54.7,Bingham Canyon, UT,0
939,54.6,Sunnyside, UT,377
939,54.6,Buck Meadows, CA,50
939,54.6,Greeley Hill, CA,566
939,54.6,Groveland, CA,725
939,54.6,Pine Mountain Lake, CA,"2,422"
939,54.6,Pleasant Hills, PA,"8,291"
939,54.6,Big Oak Flat, CA,0
939,54.6,Moccasin, CA,0
947,54.5,Duchesne, UT,"2,007"
947,54.5,Goshen, UT,986
947,54.5,Rocky Ridge, UT,"1,274"
947,54.5,Santaquin, UT,"9,694"
947,54.5,Flovilla, GA,647
947,54.5,Englewood, TN,"1,870"
947,54.5,Buena Park, CA,"82,191"
947,54.5,Cypress, CA,"48,748"
947,54.5,Garden Grove, CA,"173,853"
947,54.5,La Palma, CA,"15,791"
947,54.5,Midway City, CA,"9,104"
947,54.5,Stanton, CA,"38,455"
947,54.5,Westminster, CA,"91,255"
960,54.5,Queen Valley, AZ,813
960,54.5,Meadow, UT,289
960,54.5,Rush Valley, UT,568
960,54.5,Stockton, UT,674
960,54.5,Cooleemee, NC,750
960,54.5,Tyro, NC,"3,555"
960,54.5,Youngwood, PA,"3,018"
960,54.5,Seymour, TN,"10,703"
960,54.5,East Point, GA,"35,070"
960,54.5,Jenkinsburg, GA,380
960,54.5,Locust Grove, GA,"5,573"
960,54.5,Mcdonough, GA,"22,560"
960,54.5,Fairland, IN,334
973,54.4,Chamblee, GA,"15,835"
973,54.4,North Atlanta, GA,"40,456"
973,54.4,North Druid Hills, GA,"17,996"
973,54.4,Castle Dale, UT,"1,899"
973,54.4,Fairview, UT,"1,739"
973,54.4,Huntington, UT,"2,040"
973,54.4,Joseph, UT,357
973,54.4,Washington Terrace, UT,"9,140"
973,54.4,Hutchinson, PA,0
973,54.4,Lowland, TN,0
973,54.4,Avalon, CA,"3,768"
973,54.4,Los Alamitos, CA,"11,598"
973,54.4,Baneberry, TN,491
973,54.4,Blaine, TN,"1,786"
973,54.4,Philadelphia, TN,901
973,54.4,White Pine, TN,"2,405"
973,54.4,Arlington Heights, OH,985
973,54.4,Elmwood Place, OH,"1,887"
973,54.4,Finneytown, OH,"12,907"
973,54.4,Lincoln Heights, OH,"3,348"
973,54.4,Lockland, OH,"3,444"
973,54.4,Mount Healthy, OH,"6,061"
973,54.4,Pleasant Hills, OH,467
973,54.4,Reading, OH,"10,357"
973,54.4,Woodlawn, OH,"3,303"
973,54.4,Wyoming, OH,"8,404"
999,54.3,Amberley, OH,"3,585"
999,54.3,Deer Park, OH,"5,720"
1001,54.3,Fairfax, OH,"1,666"
1001,54.3,Golf Manor, OH,"3,601"
1001,54.3,Madeira, OH,"8,801"
1001,54.3,Mariemont, OH,"3,384"
1001,54.3,Silverton, OH,"4,781"
1001,54.3,Bloomington, IN,"81,963"
1001,54.3,Surfside, CA,0
1001,54.3,Sutersville, PA,587
1001,54.3,Jacksboro, TN,"1,917"
1001,54.3,Canyon Day, AZ,"1,243"
1001,54.3,Cedar Creek, AZ,511
1001,54.3,East Fork, AZ,507
1001,54.3,Fort Apache, AZ,123
1001,54.3,Sevenmile, AZ,888
1001,54.3,Turkey Creek, AZ,351
1001,54.3,Whiteriver, AZ,"4,315"
1001,54.3,Hawaiian Gardens, CA,"14,432"
1001,54.3,Rossmoor, CA,"10,816"
1001,54.3,Seal Beach, CA,"24,477"
1001,54.3,Sunset Beach, CA,971
1021,54.2,Artesia, CA,"16,698"
1021,54.2,Bend, CA,641
1021,54.2,Paynes Creek, CA,41
1021,54.2,College Park, GA,"14,019"
1021,54.2,Conley, GA,"5,679"
1021,54.2,Forest Park, GA,"18,783"
1021,54.2,Hapeville, GA,"6,611"
1021,54.2,Lake City, GA,"2,631"
1021,54.2,Union City, GA,"20,200"
1021,54.2,Martinsville, IN,"11,756"
1021,54.2,Painted Hills, IN,626
1021,54.2,Paragon, IN,683
1021,54.2,Denton, NC,"1,682"
1021,54.2,Groesbeck, OH,"6,688"
1021,54.2,North College Hill, OH,"9,366"
1021,54.2,Saint Bernard, OH,"4,358"
1021,54.2,Skyline Acres, OH,"1,931"
1021,54.2,White Oak, OH,"18,814"
1021,54.2,Terrell, NC,0
1021,54.2,South Ogden, UT,"16,702"
1021,54.2,Sutherland, UT,279
1021,54.2,Loudon, TN,"5,606"
1021,54.2,Unionville, IN,0
1044,54.1,Dolomite, AL,0
1044,54.1,Pearblossom, CA,0
1044,54.1,Grammer, IN,0
1044,54.1,Sherrills Ford, NC,981
1044,54.1,Lowber, PA,0
1044,54.1,Doraville, GA,"10,513"
1044,54.1,Dunwoody, GA,"47,182"
1044,54.1,Columbus, IN,"45,522"
1044,54.1,Elizabethtown, IN,561
1044,54.1,Jonesville, IN,111
1044,54.1,Brighton, AL,"2,918"
1044,54.1,Concord, AL,"1,724"
1044,54.1,Lipscomb, AL,"2,331"
1044,54.1,Midfield, AL,"5,319"
1044,54.1,Rock Creek, AL,"1,377"
1044,54.1,Cerritos, CA,"49,599"
1044,54.1,French Valley, CA,"26,753"
1044,54.1,Hughson, CA,"6,895"
1044,54.1,Murrieta, CA,"106,326"
1044,54.1,Temecula, CA,"104,955"
1044,54.1,Lake Norman Of Catawba, NC,"7,331"
1044,54.1,Caryville, TN,"2,632"
1044,54.1,Farragut, TN,"21,111"
1044,54.1,Lake City, TN,"1,773"
1044,54.1,Niota, TN,850
1044,54.1,Sweetwater, TN,"5,856"
1070,54.0,Hostetter, PA,842
1070,54.0,Gilbert, AZ,"223,131"
1070,54.0,Darragh, PA,0
1070,54.0,Canyon Country, CA,0
1070,54.0,Granada Hills, CA,0
1070,54.0,Newhall, CA,0
1070,54.0,Atlanta, GA,"440,641"
1070,54.0,Chattahoochee Hills, GA,"2,511"
1070,54.0,Decatur, GA,"19,888"
1070,54.0,Druid Hills, GA,"14,439"
1070,54.0,Madison, GA,"3,983"
1070,54.0,North Decatur, GA,"17,023"
1070,54.0,Rutledge, GA,708
1070,54.0,Sandy Springs, GA,"98,480"
1070,54.0,Scottdale, GA,"9,847"
1070,54.0,Social Circle, GA,"4,270"
1086,53.9,Berkeley Lake, GA,"1,739"
1086,53.9,Candler-Mcafee, GA,"22,345"
1086,53.9,Duluth, GA,"27,821"
1086,53.9,Fairburn, GA,"13,520"
1086,53.9,Gresham Park, GA,"7,947"
1086,53.9,Hannahs Mill, GA,"3,975"
1086,53.9,Norcross, GA,"15,799"
1086,53.9,Palmetto, GA,"4,893"
1086,53.9,Panthersville, GA,"9,474"
1086,53.9,Tucker, GA,"28,343"
1086,53.9,Cordry Sweetwater Lakes, IN,"1,034"
1086,53.9,New Whiteland, IN,"5,646"
1086,53.9,Princes Lakes, IN,"1,417"
1086,53.9,Trafalgar, IN,"1,123"
1086,53.9,Whiteland, IN,"4,226"
1086,53.9,Ellenwood, GA,0
1086,53.9,North Metro, GA,0
1086,53.9,Rex, GA,0
1086,53.9,Fountain Valley, CA,"56,440"
1086,53.9,Huntington Beach, CA,"195,686"
1086,53.9,Brigham City, UT,"18,264"
1086,53.9,Midway, UT,"4,096"
1108,53.8,Red Oak, GA,0
1108,53.8,Conyers, GA,"15,456"
1108,53.8,Buena Vista, PA,0
1108,53.8,Acton, CA,"6,956"
1108,53.8,Desert View Highlands, CA,"2,291"
1108,53.8,Palmdale, CA,"155,810"
1108,53.8,Norwood, OH,"19,170"
1115,53.7,Lawrenceville, GA,"29,364"
1115,53.7,Lilburn, GA,"12,162"
1115,53.7,Mansfield, GA,367
1115,53.7,Newborn, GA,736
1115,53.7,Bargersville, IN,"6,324"
1115,53.7,Milroy, IN,742
1115,53.7,Lenoir City, TN,"8,867"
1115,53.7,Greenwich, UT,0
1123,53.6,Alpharetta, GA,"60,903"
1123,53.6,Buckhead, GA,209
1123,53.6,Johns Creek, GA,"80,979"
1123,53.6,Dent, OH,"10,930"
1123,53.6,Grandview, OH,"1,501"
1123,53.6,Monfort Heights, OH,"11,965"
1123,53.6,Vernon, UT,250
1123,53.6,Mckinnon, WY,60
1123,53.6,Mauldin, SC,"23,985"
1123,53.6,Midtown, TN,"1,528"
1123,53.6,Tellico Plains, TN,902
1134,53.5,Gantt, SC,"14,630"
1134,53.5,Clinton, TN,"9,874"
1134,53.5,Howell, UT,227
1134,53.5,Tremonton, UT,"7,833"
1134,53.5,Belvedere Park, GA,"16,446"
1134,53.5,Manilla, IN,220
1134,53.5,Morristown, IN,"1,329"
1134,53.5,Highpoint, OH,"1,438"
1134,53.5,Loveland, OH,"12,425"
1134,53.5,Loveland Park, OH,"1,311"
1134,53.5,Sixteen Mile Stand, OH,"3,601"
1134,53.5,Myra, WV,0
1134,53.5,Almo, ID,0
1134,53.5,Paradise CDP, CA,235
1148,53.5,Agua Dulce, CA,"2,898"
1148,53.5,Desert Palms, CA,"6,776"
1148,53.5,Indio Hills, CA,910
1148,53.5,Palm Desert, CA,"49,953"
1148,53.5,Thousand Palms, CA,"7,956"
1148,53.5,Elizabeth, PA,"1,397"
1148,53.5,West Elizabeth, PA,636
1148,53.5,Golden Grove, SC,"2,133"
1148,53.5,Robbins, TN,219
1148,53.5,Tellico Village, TN,"6,385"
1148,53.5,Wildwood, TN,"1,358"
1148,53.5,Bonanza, GA,"3,483"
1148,53.5,East Griffin, GA,"1,248"
1148,53.5,Experiment, GA,"2,241"
1148,53.5,Griffin, GA,"23,425"
1148,53.5,Hampton, GA,"7,092"
1148,53.5,Heron Bay, GA,"3,435"
1148,53.5,Irondale, GA,"7,927"
1148,53.5,Lovejoy, GA,"6,433"
1148,53.5,Meansville, GA,166
1148,53.5,Milner, GA,"1,144"
1148,53.5,Mountain Park CDP, GA,"12,510"
1148,53.5,Newnan, GA,"34,457"
1148,53.5,Sunny Side, GA,87
1148,53.5,Scipio, IN,123
1148,53.5,Westport, IN,"1,400"
1148,53.5,Honeyville, UT,"1,299"
1148,53.5,Thatcher, UT,704
1148,53.5,Alum Creek, WV,"1,832"
1148,53.5,Culloden, WV,"3,274"
1148,53.5,Dunbar, WV,"7,844"
1148,53.5,Eleanor, WV,"1,976"
1148,53.5,Hamlin, WV,"1,426"
1148,53.5,Harts, WV,656
1148,53.5,Saint Albans, WV,"10,939"
1148,53.5,Teays Valley, WV,"13,461"
1148,53.5,Upper Falls, WV,"3,701"
1148,53.5,Sumerco, WV,0
1148,53.5,Yawkey, WV,0
1148,53.5,Sod, WV,0
1148,53.5,Midkiff, WV,0
1148,53.5,Institute, WV,0
1190,53.4,Griffithsville, WV,0
1190,53.4,Aldora, GA,93
1190,53.4,Barnesville, GA,"6,617"
1190,53.4,Dallas, GA,"12,129"
1190,53.4,Jonesboro, GA,"4,661"
1190,53.4,Morrow, GA,"6,837"
1190,53.4,Riverdale, GA,"15,496"
1190,53.4,Temple, GA,"4,244"
1190,53.4,Villa Rica, GA,"14,266"
1190,53.4,Vinings, GA,"10,221"
1190,53.4,Ellettsville, IN,"6,352"
1201,53.4,New Palestine, IN,"2,385"
1201,53.4,Southwest, PA,0
1201,53.4,United, PA,0
1201,53.4,Cleveland, SC,0
1201,53.4,Powder Springs, TN,0
1201,53.4,Croydon, UT,0
1201,53.4,Wells, NV,"1,269"
1201,53.4,Calumet, PA,"1,079"
1201,53.4,Madison, PA,372
1201,53.4,Mammoth, PA,587
1201,53.4,New Stanton, PA,"2,510"
1201,53.4,Norvelt, PA,"1,125"
1201,53.4,City View, SC,"1,467"
1201,53.4,Greenville, SC,"60,670"
1201,53.4,Parker, SC,"11,987"
1201,53.4,Pelzer, SC,44
1201,53.4,Piedmont, SC,"5,396"
1201,53.4,Sans Souci, SC,"7,743"
1201,53.4,West Pelzer, SC,844
1201,53.4,Dandridge, TN,"2,834"
1201,53.4,Jefferson City, TN,"8,342"
1201,53.4,Luttrell, TN,"1,001"
1201,53.4,Mascot, TN,"2,592"
1201,53.4,Plainview, TN,"2,061"
1201,53.4,Coto De Caza, CA,"14,647"
1201,53.4,Las Flores, CA,"6,311"
1201,53.4,Rancho Santa Margarita, CA,"48,758"
1201,53.4,American Fork, UT,"27,366"
1201,53.4,Cedar Hills, UT,"10,025"
1201,53.4,Fairfield, UT,126
1201,53.4,Pleasant Grove, UT,"34,858"
1201,53.4,Milton, WV,"2,507"
1201,53.4,Clear Creek, IN,0
1201,53.4,Finly, IN,0
1201,53.4,Fountaintown, IN,0
1201,53.4,Smithville, IN,0
1237,53.3,Homer, IN,0
1237,53.3,Solsberry, IN,0
1237,53.3,Maynardville, TN,"2,374"
1237,53.3,New Market, TN,"1,214"
1237,53.3,Avondale Estates, GA,"2,777"
1237,53.3,Clarkston, GA,"7,717"
1237,53.3,Grayson, GA,"2,665"
1237,53.3,Lithonia, GA,"1,975"
1237,53.3,Loganville, GA,"10,711"
1237,53.3,Snellville, GA,"18,939"
1237,53.3,Williamson, GA,436
1237,53.3,Woolsey, GA,158
1237,53.3,Zebulon, GA,"1,522"
1237,53.3,Spencer, IN,"2,453"
1237,53.3,Westport, NC,"3,794"
1237,53.3,Talbott, TN,0
1237,53.3,Manila, UT,193
1237,53.3,Woodland, UT,379
1255,53.2,Riverdale, UT,"8,532"
1255,53.2,Charleston, WV,"50,911"
1255,53.2,Denver, NC,"1,837"
1255,53.2,Cleveland, OH,"392,114"
1255,53.2,Glendale, OH,"2,219"
1255,53.2,Sharonville, OH,"13,836"
1255,53.2,Dunean, SC,"3,906"
1255,53.2,Judson, SC,"2,028"
1255,53.2,Wade Hampton, SC,"19,586"
1255,53.2,Oliver Springs, TN,"3,063"
1255,53.2,Southside, WV,0
1255,53.2,Fraziers Bottom, WV,0
1255,53.2,Orchard Hill, GA,193
1255,53.2,Pine Lake, GA,674
1255,53.2,Redan, GA,"33,603"
1255,53.2,Smyrna, GA,"52,922"
1255,53.2,Walnut Grove, GA,"1,383"
1255,53.2,Fishers, IN,"81,060"
1255,53.2,Greenfield, IN,"21,012"
1255,53.2,Homecroft, IN,694
1255,53.2,Southport, IN,"1,778"
1255,53.2,Conestee, SC,0
1255,53.2,Kodak, TN,0
1255,53.2,Strawberry Plains, TN,0
1255,53.2,Cathedral City, CA,"52,550"
1255,53.2,Rancho Mirage, CA,"17,634"
1255,53.2,Twentynine Palms, CA,"25,601"
1282,53.1,Vail, CO,"5,280"
1282,53.1,Woodville, WV,0
1282,53.1,Tornado, WV,0
1282,53.1,Spurlockville, WV,0
1282,53.1,Teays, WV,0
1282,53.1,Terrace Park, OH,"2,249"
1282,53.1,Bowdon Junction, GA,0
1282,53.1,Ophir, UT,111
1282,53.1,Bancroft, WV,534
1282,53.1,Big Creek, WV,440
1282,53.1,Chapmanville, WV,"1,242"
1282,53.1,Cross Lanes, WV,"11,061"
1282,53.1,Hometown, WV,477
1282,53.1,Hurricane, WV,"6,352"
1282,53.1,Poca, WV,"1,048"
1282,53.1,South Charleston, WV,"13,380"
1282,53.1,Winfield, WV,"2,538"
1282,53.1,Louisville, TN,"2,434"
1282,53.1,Between, GA,371
1282,53.1,Brooks, GA,600
1282,53.1,Concord, GA,349
1282,53.1,East Newnan, GA,"1,771"
1282,53.1,Fayetteville, GA,"16,323"
1282,53.1,Grantville, GA,"3,105"
1282,53.1,Haralson, GA,197
1282,53.1,Hilltop, GA,439
1282,53.1,Lithia Springs, GA,"16,384"
1282,53.1,Luthersville, GA,"1,163"
1282,53.1,Moreland, GA,428
1282,53.1,Peachtree City, GA,"34,701"
1282,53.1,Senoia, GA,"3,627"
1282,53.1,Sharpsburg, GA,459
1282,53.1,Stockbridge, GA,"26,992"
1282,53.1,Stone Mountain, GA,"5,924"
1282,53.1,Turin, GA,427
1282,53.1,Tyrone, GA,"7,028"
1318,53.0,Lakeview Estates, GA,"2,427"
1318,53.0,Mount Zion, GA,"1,817"
1318,53.0,Carmel, IN,"83,474"
1318,53.0,Sheridan, IN,"3,084"
1318,53.0,Westfield, IN,"32,426"
1318,53.0,Mountain Green, UT,"2,621"
1318,53.0,West Haven, UT,"10,996"
1318,53.0,Buffalo, WV,"1,295"
1318,53.0,Landen, OH,"7,171"
1318,53.0,Maineville, OH,915
1318,53.0,Borrego Springs, CA,"2,359"
1318,53.0,Nellis, WV,0
1318,53.0,Julian, WV,0
1318,53.0,Ridgeview, WV,0
1318,53.0,Alkol, WV,0
1333,52.9,Liberty, WV,0
1333,52.9,Branchland, WV,0
1333,52.9,Ranger, WV,0
1333,52.9,Ashton, WV,0
1333,52.9,Evans, WV,0
1333,52.9,Given, WV,0
1333,52.9,Advent, WV,0
1333,52.9,Kenna, WV,0
1333,52.9,Chandler, AZ,"245,231"
1333,52.9,Queen Creek, AZ,"28,529"
1333,52.9,Rio Verde, AZ,"2,102"
1333,52.9,Baker, CA,916
1333,52.9,Fulford, CO,2
1333,52.9,Perry Park, CO,"1,634"
1333,52.9,Roxborough Park, CO,"9,273"
1333,52.9,Lincolnton, NC,"10,601"
1333,52.9,Lowesville, NC,"3,159"
1333,52.9,Stanley, NC,"3,591"
1333,52.9,Dillonvale, OH,"3,685"
1333,52.9,Evendale, OH,"2,768"
1333,52.9,Rossmoyne, OH,"2,301"
1333,52.9,Jersey, GA,146
1333,52.9,Kirklin, IN,925
1333,52.9,Buffalo Creek, CO,0
1333,52.9,Whitehall, PA,"13,931"
1333,52.9,Anderson, SC,"26,798"
1333,52.9,Fountain Inn, SC,"8,031"
1333,52.9,Simpsonville, SC,"19,219"
1333,52.9,Eagleton Village, TN,"3,969"
1333,52.9,Maryville, TN,"27,824"
1333,52.9,Alexis, NC,0
1364,52.8,Marietta, SC,0
1364,52.8,Ten Mile, TN,0
1364,52.8,Dacula, GA,"4,664"
1364,52.8,Fair Oaks, GA,"8,533"
1364,52.8,Marietta, GA,"58,436"
1364,52.8,Phillipstown, IL,24
1364,52.8,Arcadia, IN,"1,276"
1364,52.8,Arlington, IN,471
1364,52.8,Cicero, IN,"4,870"
1364,52.8,Lapel, IN,"1,760"
1364,52.8,New Harmony, IN,711
1364,52.8,Noblesville, IN,"56,576"
1364,52.8,Parkers Settlement, IN,702
1364,52.8,Smithville-Sanders, IN,"3,234"
1364,52.8,Pinedale, AZ,560
1364,52.8,North Tustin, CA,"25,724"
1364,52.8,Orange, CA,"138,980"
1364,52.8,Villa Park, CA,"5,911"
1364,52.8,Louviers, CO,157
1364,52.8,Sedalia, CO,101
1364,52.8,Tad, WV,0
1364,52.8,Coal Fork, WV,"1,037"
1364,52.8,Iron Station, NC,737
1364,52.8,Elrama, PA,345
1364,52.8,Finleyville, PA,467
1364,52.8,Gastonville, PA,"2,919"
1364,52.8,Gwynneville, IN,0
1364,52.8,Wadesville, IN,0
1392,52.7,Clarkdale, GA,0
1392,52.7,Felton, GA,0
1392,52.7,Mc Caysville, GA,0
1392,52.7,Koosharem, UT,274
1392,52.7,Belle, WV,"1,256"
1392,52.7,Chesapeake, WV,"1,469"
1392,52.7,Comfort, WV,501
1392,52.7,Jefferson, WV,792
