Rank,Population Growth Rate,City,State,Population
11563,7.91%,Wood Ridge, NJ,"8,249"
11564,7.91%,Bensley, VA,"5,865"
11565,7.91%,Arcadia, CA,"57,251"
11566,7.91%,New Llano, LA,"2,606"
11567,7.91%,Plymouth, NH,"3,807"
11568,7.91%,Escatawpa, MS,"3,848"
11569,7.91%,Grandview, OH,"1,501"
11570,7.91%,Midway, LA,"1,624"
11571,7.90%,Newhall, IA,956
11572,7.90%,Eagle Lake, ME,519
11573,7.90%,Hollidaysburg, PA,"5,792"
11573,7.90%,Gregory, SD,"1,448"
11575,7.89%,Ashton, SD,164
11575,7.89%,Cranberry Lake, NY,205
11575,7.89%,Gattman, MS,123
11578,7.89%,Coon Rapids, IA,"1,408"
11579,7.89%,Story, WY,957
11580,7.89%,Shinnston, WV,"2,476"
11581,7.89%,Hawkins, WI,342
11582,7.89%,Orange, CA,"138,980"
11583,7.88%,North Lakeville, MA,"2,409"
11584,7.88%,Donegal, PA,178
11584,7.88%,Erwin, TN,"6,052"
11586,7.88%,Temple City, CA,"36,006"
11587,7.88%,Tucson, AZ,"525,031"
11588,7.87%,Covington, LA,"9,151"
11589,7.87%,Donnelly, MN,274
11589,7.87%,Cherry Fork, OH,137
11591,7.87%,Garden City, MO,"1,618"
11592,7.87%,Monticello, GA,"2,619"
11593,7.87%,Manter, KS,192
11594,7.86%,Montgomeryville, PA,"12,977"
11595,7.86%,Oppelo, AR,782
11596,7.86%,Day Valley, CA,"3,869"
11597,7.86%,Notasulga, AL,988
11598,7.86%,Poteau, OK,"8,563"
11599,7.86%,Mattapoisett Center, MA,"3,199"
11600,7.86%,Rockmart, GA,"4,174"
11601,7.85%,Winchester, AR,206
11602,7.85%,Delta, UT,"3,461"
11603,7.85%,Galesville, WI,"1,539"
11604,7.85%,Springfield, LA,426
11605,7.85%,South Portland, ME,"25,154"
11606,7.84%,Athol, KS,55
11606,7.84%,Yatesville, GA,440
11606,7.84%,Osgood, OH,275
11609,7.84%,Mulberry, OH,"3,385"
11610,7.84%,Heidelberg, PA,"1,321"
11611,7.84%,Bandon, OR,"3,055"
11612,7.83%,Winnemucca, NV,"7,736"
11613,7.83%,Sacred Heart, MN,592
11614,7.83%,Union Gap, WA,"6,061"
11615,7.83%,Williams Bay, WI,"2,604"
11616,7.83%,Harrison, AR,"13,103"
11617,7.82%,Canyon, TX,"13,882"
11618,7.82%,West Salem, WI,"4,895"
11619,7.82%,Fox Run, PA,"3,282"
11620,7.82%,Dakota, IL,538
11621,7.81%,Picture Rocks, AZ,"8,775"
11622,7.81%,Browns Lake, WI,"2,084"
11623,7.81%,Fort Davis, TX,"1,132"
11624,7.80%,Franklin Center, NJ,"4,227"
11625,7.80%,Uvalde, TX,"16,094"
11626,7.80%,Ruston, LA,"22,149"
11627,7.80%,River Bend, NC,"3,151"
11628,7.80%,Hays, NC,"1,866"
11629,7.80%,Parkesburg, PA,"3,636"
11630,7.79%,Mercersville, MD,83
11630,7.79%,Clinchport, VA,83
11630,7.79%,Arkdale, WI,166
11630,7.79%,Monterey, IN,249
11634,7.79%,Erwinville, LA,"2,284"
11635,7.78%,Kailua CDP, HI,"39,353"
11636,7.77%,Lock Haven, PA,"9,860"
11637,7.77%,Pasadena Park, MO,527
11638,7.77%,Blossburg, PA,"1,595"
11639,7.77%,Statesville, NC,"25,132"
11640,7.77%,Oxford, ME,"1,401"
11641,7.77%,Peabody, MA,"51,868"
11642,7.77%,Lakeside, CA,"21,079"
11643,7.76%,Mcgregor, FL,"7,690"
11644,7.76%,Rochelle Park, NJ,"5,957"
11645,7.76%,Crofton, KY,903
11646,7.76%,Auburn, KY,"1,556"
11647,7.75%,Hickory, NC,"40,108"
11648,7.75%,Piney Mountain, VA,"1,446"
11649,7.75%,Ionia, MI,"11,388"
11650,7.74%,Knife River, MT,320
11651,7.74%,Decatur, TN,"1,503"
11652,7.74%,Boulder, CO,"102,002"
11653,7.74%,Summersville, WV,"3,549"
11654,7.74%,Victoria, IL,348
11655,7.74%,Lake Ripley, WI,"1,727"
11656,7.73%,Glenn Dale, MD,"13,584"
11657,7.73%,Grandview, TX,"1,463"
11658,7.73%,Haines, AK,"1,951"
11659,7.73%,Rawlins, WY,"9,198"
11660,7.73%,Hiram, OH,"1,338"
11661,7.73%,Benson, AZ,"5,075"
11662,7.72%,Kirbyville, TX,"2,246"
11663,7.72%,Carthage, MS,"4,995"
11664,7.72%,Bishop, CA,"3,851"
11665,7.72%,Uniondale, NY,"24,787"
11666,7.72%,Cobbtown, GA,335
11667,7.72%,Duson, LA,"1,801"
11668,7.71%,Louisville/Jefferson County Metro Government, KY,"605,762"
11669,7.71%,Saltville, VA,"2,374"
11670,7.71%,Talahi Island, GA,"1,229"
11671,7.71%,Sulphur Springs, TX,"15,673"
11672,7.71%,Towanda, IL,531
11673,7.71%,Murphys Estates, SC,"1,635"
11674,7.71%,Ulen, MN,573
11675,7.70%,Cloquet, MN,"12,064"
11676,7.70%,Annapolis, MD,"38,599"
11677,7.70%,Lamar, AR,"1,524"
11678,7.70%,Lake Barcroft, VA,"9,592"
11679,7.70%,Watertown, SD,"21,795"
11680,7.70%,Manton, MI,"1,315"
11681,7.70%,Liberty, NY,"4,281"
11682,7.69%,Madisonville, TX,"4,479"
11683,7.69%,Merrimac, WI,448
11683,7.69%,Millfield, OH,252
11683,7.69%,West Grove, PA,"2,856"
11683,7.69%,Hornitos, CA,56
11683,7.69%,Hazel Green, KY,280
11683,7.69%,Ericson, NE,112
11689,7.69%,Baileys Crossroads, VA,"24,947"
11690,7.68%,Gordon, PA,841
11691,7.68%,Litchfield, CT,"1,430"
11692,7.68%,Baidland, PA,"1,697"
11693,7.67%,Rich Creek, VA,716
11694,7.67%,Poseyville, IN,"1,278"
11695,7.67%,Plum City, WI,618
11696,7.66%,Garland, TX,"232,305"
11697,7.66%,Centreville, MI,"1,700"
11698,7.66%,Polonia, WI,562
11699,7.66%,Beaver Dam, WI,"16,331"
11700,7.66%,Osakis, MN,"1,687"
11701,7.66%,Dogtown, CA,"2,475"
11702,7.65%,Holcomb, KS,"2,181"
11703,7.65%,Tenkiller, OK,591
11704,7.65%,Washoe Valley, NV,"3,434"
11705,7.64%,Bouse, AZ,662
11706,7.64%,Manchester, VT,648
11707,7.64%,Hatton, ND,761
11708,7.64%,Preston Heights, IL,"2,720"
11709,7.64%,Houck, AZ,"1,170"
11710,7.63%,South Eliot, ME,"3,708"
11711,7.63%,Lancaster, SC,"8,801"
11712,7.62%,Lake Geneva, WI,"7,693"
11713,7.62%,Geneva, WA,"2,429"
11714,7.62%,Morris Plains, NJ,"5,635"
11715,7.62%,Lake Colorado City, TX,664
11716,7.61%,Green Oaks, IL,"3,844"
11717,7.61%,Kotlik, AK,636
11718,7.61%,Elysian, MN,523
11719,7.61%,Burwell, NE,"1,216"
11720,7.61%,Ryder, ND,99
11720,7.61%,Colt, AR,396
11722,7.61%,Myton, UT,580
11723,7.61%,King Of Prussia, PA,"19,919"
11724,7.60%,Manly, IA,"1,444"
11725,7.59%,Stony Brook University, NY,"8,997"
11726,7.59%,Bristol, TN,"26,705"
11727,7.59%,Capitol Heights, MD,"4,452"
11728,7.59%,Hornbeck, LA,468
11729,7.59%,Homosassa Springs, FL,"13,403"
11730,7.58%,Clayhatchee, AL,539
11731,7.58%,West Glendive, MT,"1,972"
11732,7.58%,Winsted, CT,"7,876"
11733,7.58%,Magnolia, AR,"11,681"
11734,7.58%,Cedarhurst, NY,"6,631"
11735,7.58%,Nodaway, IA,142
11735,7.58%,Morganville, KS,213
11735,7.58%,O Brien, TX,142
11735,7.58%,Laceyville, PA,426
11739,7.57%,Brewster, OH,"2,500"
11740,7.57%,Mahnomen, MN,"1,293"
11741,7.57%,Enola, PA,"6,053"
11742,7.57%,Bodfish, CA,"1,961"
11743,7.57%,Little York, IN,199
11743,7.57%,Clyde, KS,796
11745,7.57%,North Powder, OR,526
11746,7.56%,East Washington, PA,"2,076"
11747,7.56%,University At Buffalo, NY,"6,058"
11748,7.56%,Lilburn, GA,"12,162"
11749,7.56%,Manns Choice, PA,313
11750,7.56%,Lake Sarasota, FL,"4,795"
11751,7.56%,Fort Deposit, AL,"1,366"
11752,7.55%,Swannanoa, NC,"4,444"
11753,7.55%,Lenoir, NC,"18,061"
11754,7.55%,Adelphi, OH,399
11754,7.55%,Bonnie, IL,456
11756,7.54%,South Monrovia Island, CA,"6,929"
11757,7.54%,Hester, LA,442
11758,7.54%,Ashmore, IL,870
11759,7.53%,Brinckerhoff, NY,"2,940"
11760,7.53%,Seymour, IA,871
11761,7.53%,Fulton, MD,"2,114"
11762,7.53%,Remer, MN,400
11762,7.53%,Saint Martins, MO,"1,100"
11764,7.52%,Finley, WA,"6,204"
11765,7.52%,Parkdale, OR,286
11766,7.52%,Thornport, OH,"1,216"
11767,7.51%,Lake Lafayette, MO,372
11768,7.51%,Montour Falls, NY,"1,932"
11769,7.51%,Tecumseh, OK,"6,556"
11770,7.51%,Platteville, CO,"2,548"
11771,7.51%,Lansford, ND,272
11771,7.51%,Panama, NE,272
11773,7.51%,Lacoochee, FL,"1,446"
11774,7.51%,Summerfield, MD,"11,970"
11775,7.51%,Middleborough Center, MA,"7,432"
11776,7.50%,Proctor, MN,"3,066"
11777,7.50%,Artesia, NM,"11,494"
11778,7.50%,Shevlin, MN,172
11778,7.50%,Gilead, NE,43
11778,7.50%,Jefferson City, TN,"8,342"
11781,7.50%,Countryside, VA,"10,279"
11782,7.50%,Luling, LA,"12,375"
11783,7.49%,Belleview, KY,617
11784,7.49%,Daviston, AL,287
11785,7.49%,Bainbridge, GA,"12,600"
11786,7.49%,Pleasantville, NJ,"20,436"
11787,7.49%,North Henderson, IL,201
11788,7.49%,Guthrie, OK,"10,668"
11789,7.49%,Eastwood, MI,"6,734"
11790,7.49%,Arvada, CO,"109,800"
11791,7.49%,Oglala, SD,"1,321"
11792,7.48%,Willard, UT,"1,752"
11793,7.48%,Hillcrest, TX,776
11794,7.48%,Oasis, CA,"5,807"
11795,7.48%,Lester, AL,115
11796,7.47%,Los Altos, CA,"29,762"
11797,7.47%,Huron, CA,"6,777"
11798,7.47%,Clear Lake Shores, TX,"1,295"
11798,7.47%,Findlay, IL,777
11800,7.47%,Warden, WA,"2,734"
11801,7.47%,Cairo, NE,849
11802,7.47%,Imperial, NE,"2,130"
11803,7.47%,Zaleski, OH,403
11804,7.47%,Kingfisher, OK,"4,707"
11805,7.46%,San Buenaventura, CA,"108,449"
11806,7.46%,Fallston, MD,"9,056"
11807,7.46%,Stanford, KY,"3,686"
11808,7.46%,Manila, AR,"3,283"
11809,7.46%,Two Buttes, CO,72
11809,7.46%,Dovray, MN,72
11809,7.46%,Greenwald, MN,216
11809,7.46%,Hamden, OH,936
11813,7.46%,Dania Beach, FL,"30,531"
11814,7.46%,Cheney, KS,"1,916"
11815,7.46%,Blue River, WI,461
11816,7.46%,Cordova, AK,"2,637"
11817,7.46%,Winfield, IL,"9,368"
11818,7.45%,Scissors, TX,"3,014"
11819,7.45%,South Carthage, TN,"1,399"
11820,7.44%,Heron Bay, GA,"3,435"
11821,7.44%,Lazy Acres, CO,996
11822,7.44%,Savannah, GA,"141,298"
11823,7.44%,Arlington, OR,563
11824,7.44%,Walla Walla, WA,"31,895"
11825,7.44%,Opal, VA,722
11825,7.44%,Lyons, OR,"1,083"
11827,7.44%,Spokane Valley, WA,"90,829"
11828,7.44%,Auburn, IN,"12,972"
11829,7.43%,Little York, IL,289
11829,7.43%,Medicine Lake, MT,289
11831,7.43%,Hartford, MI,"2,660"
11832,7.43%,Kettlersville, OH,188
11833,7.43%,Simonton Lake, IN,"4,354"
11834,7.43%,Hartwell, GA,"4,499"
11835,7.42%,Dexter, MO,"7,902"
11836,7.42%,Burdett, KS,275
11837,7.42%,Cazenovia, NY,"2,808"
11838,7.42%,Howard, CO,"1,057"
11839,7.42%,Spokane, WA,"210,142"
11840,7.42%,Scribner, NE,"1,043"
11841,7.41%,Woodridge, IL,"33,227"
11842,7.41%,Edwardsburg, MI,"1,232"
11843,7.41%,Little Falls, MN,"8,291"
11844,7.41%,Lambertville, MI,"9,988"
11845,7.41%,Pasadena, TX,"152,171"
11846,7.41%,North Browning, MT,"2,363"
11847,7.41%,Agenda, KS,87
11847,7.41%,Como, TX,667
11849,7.41%,Okemah, OK,"3,263"
11850,7.41%,Liberty, KY,"1,987"
11851,7.40%,Sneads, FL,"2,061"
11852,7.40%,Oreana, IL,958
11853,7.40%,Halesite, NY,"2,773"
11854,7.40%,West Laurel, MD,"4,385"
11855,7.40%,Kanarraville, UT,334
11856,7.39%,Barnard, MO,276
11856,7.39%,County Line, AL,276
11858,7.39%,Mansfield Center, MA,"7,861"
11859,7.39%,Crandall, TX,"2,979"
11860,7.39%,Wausa, NE,683
11861,7.39%,Danvers, MA,"27,075"
11862,7.39%,Croton On Hudson, NY,"8,168"
11863,7.39%,Kandiyohi, MN,596
11864,7.39%,Lawrence, MA,"77,364"
11865,7.38%,Milford, OH,"6,748"
11866,7.38%,Lockwood, MO,"1,062"
11867,7.38%,Weatogue, CT,"3,012"
11868,7.38%,Levelock, AK,131
11868,7.38%,Sabinal, TX,"1,703"
11870,7.37%,Central Lake, MI,"1,063"
11871,7.37%,Middlebury, VT,"6,713"
11872,7.37%,Menasha, WI,"17,535"
11873,7.36%,Pinehurst, MA,"7,452"
11874,7.36%,Lake City, AR,"2,100"
11874,7.36%,Las Maravillas, NM,"1,925"
11876,7.36%,Roanoke, IN,"1,605"
11877,7.35%,Mill Creek, OK,365
11878,7.35%,Keeseville, NY,"1,986"
11879,7.35%,Red Lodge, MT,"2,337"
11880,7.35%,Bellview, FL,"22,759"
11881,7.35%,Wanamingo, MN,"1,081"
11882,7.35%,Brush, CO,"5,493"
11883,7.34%,Des Moines, NM,190
11884,7.34%,West Kittanning, PA,"1,287"
11885,7.34%,New Franklin, MO,"1,229"
11886,7.33%,Astoria, SD,161
11886,7.33%,Coulee City, WA,644
11888,7.33%,Seymour CDP, WI,"1,582"
11889,7.32%,Lawndale, NC,689
11890,7.32%,Palestine, IL,"1,466"
11891,7.32%,Penn State Erie, PA,"1,642"
11892,7.32%,East Newark, NJ,"2,551"
11893,7.32%,Alsey, IL,264
11894,7.31%,Crivitz, WI,"1,071"
11895,7.31%,East San Gabriel, CA,"15,573"
11896,7.31%,Loretto, PA,"1,277"
11897,7.31%,Richmond, CA,"106,469"
11898,7.31%,Varnado, LA,367
11899,7.31%,Zanesville, IN,646
11900,7.31%,Antelope Valley-Crestview, WY,"1,762"
11901,7.31%,Orem, UT,"90,485"
11902,7.30%,Oak Island, NC,"7,051"
11903,7.30%,Verndale, MN,617
11904,7.30%,Windom, KS,147
11905,7.30%,Cannon Falls, MN,"4,072"
11906,7.30%,Congerville, IL,500
11907,7.29%,Meadow, TX,706
11908,7.29%,Society Hill, SC,751
11909,7.28%,Latah, WA,162
11910,7.28%,Garrison, ND,"1,414"
11911,7.28%,Bunn, NC,383
11911,7.28%,Coon Valley, WI,766
11913,7.28%,Yankton, SD,"14,513"
11914,7.28%,Dunnigan, CA,"1,017"
11915,7.27%,Owensboro, KY,"58,000"
11916,7.27%,Upper Saddle River, NJ,"8,304"
11917,7.27%,Marlboro Village, MD,"10,046"
11918,7.27%,Thompsonville, PA,"3,853"
11919,7.27%,New London, CT,"27,536"
11920,7.26%,Lincoln City, OR,"7,977"
11921,7.26%,Mercer Island, WA,"23,636"
11922,7.26%,Valle Vista, AZ,"2,024"
11923,7.26%,Darnestown, MD,"6,841"
11924,7.26%,Cleveland, NY,813
11925,7.26%,Wheeler, WI,340
11926,7.25%,Newburgh, IN,"3,312"
11926,7.25%,Holmesville, OH,414
11928,7.25%,Rancho Banquete, TX,503
11929,7.25%,El Dorado, KS,"12,931"
11930,7.25%,Beachwood, NJ,"11,127"
11931,7.25%,Patterson, OH,148
11932,7.24%,Farmersville, OH,"1,051"
11933,7.24%,Glens Falls North, NY,"8,645"
11934,7.24%,Saint Clair, MO,"4,708"
11935,7.24%,Yarrow Point, WA,"1,081"
11936,7.24%,Pioneer Village, KY,"2,740"
11937,7.24%,Dunellen, NJ,"7,317"
11938,7.24%,Alta Vista, KS,474
11938,7.24%,Lilly, GA,237
11940,7.24%,Jerusalem, OH,163
11941,7.23%,York, PA,"43,817"
11942,7.23%,Norfork, AR,519
11943,7.23%,Roswell, NM,"48,568"
11944,7.23%,Black Diamond, WA,"4,257"
11945,7.23%,Collins, WI,178
11945,7.23%,Waldo, OH,356
11945,7.23%,West Pocomoke, MD,534
11948,7.23%,Wilmington, MA,"22,907"
11949,7.23%,Arlington, MN,"2,196"
11950,7.23%,Kingsford Heights, IN,"1,558"
11951,7.22%,Harmony, NC,564
11952,7.22%,Kimberly, WI,"6,590"
11953,7.22%,Gustine, TX,490
11954,7.22%,Rosalie, NE,208
11955,7.22%,Oshkosh, NE,951
11956,7.21%,Ocean Ridge, FL,"1,754"
11957,7.21%,Lebanon, NH,"13,474"
11958,7.20%,Strawberry, CA,"5,684"
11959,7.20%,Edwards, MS,"1,444"
11960,7.20%,Old Monroe, MO,268
11961,7.20%,Roseto, PA,"1,772"
11962,7.20%,Xenia, OH,"25,903"
11963,7.20%,Offerman, GA,432
11964,7.19%,Mchenry, KY,447
11965,7.19%,Lawrenceburg, IN,"5,022"
11966,7.19%,Greenview, IL,924
11967,7.19%,Sullivan, IL,"4,637"
11968,7.19%,Saint Johns, AZ,"3,504"
11969,7.19%,Union City, CA,"71,675"
11970,7.18%,Hanceville, AL,"3,163"
11971,7.18%,Roberta, GA,866
11972,7.18%,West Lafayette, IN,"30,843"
11973,7.17%,Wheatland, MT,478
11974,7.17%,Minford, OH,553
11975,7.16%,Montrose, MI,"1,735"
11976,7.16%,Clyde Hill, WA,"3,097"
11977,7.16%,Bloomfield, IN,"2,724"
11978,7.16%,Morgantown, IN,"1,033"
11979,7.16%,Saint Paris, OH,"2,141"
11980,7.15%,Oak Hills Place, LA,"8,568"
11981,7.15%,Satellite Beach, FL,"10,262"
11982,7.15%,Radford, VA,"16,993"
11983,7.15%,Lynnwood, WA,"36,267"
11984,7.15%,Catalina, AZ,"7,527"
11985,7.14%,Charles City, VA,150
11985,7.14%,Alhambra, IL,675
11985,7.14%,Annawan, IL,930
11985,7.14%,Bancroft, MI,660
11985,7.14%,Winfred, SD,90
11990,7.14%,Canastota, NY,"4,741"
11991,7.14%,Boyne City, MI,"3,753"
11992,7.14%,Flat Lick, KY,"1,036"
11993,7.13%,Little Rock, AR,"196,188"
11994,7.13%,Sebring, FL,"10,356"
11995,7.13%,Akins, OK,481
11996,7.13%,Atlas, PA,932
11997,7.13%,Dubach, LA,857
11998,7.12%,West University Place, TX,"15,223"
11999,7.12%,Savannah, MO,"5,101"
12000,7.12%,Janesville, IA,888
12001,7.11%,Forman, ND,542
12002,7.11%,Hurstbourne Acres, KY,"1,611"
12003,7.11%,North Little Rock, AR,"64,731"
12004,7.11%,Mcewen, TN,"1,823"
12005,7.10%,Shell Lake, WI,"1,402"
12006,7.10%,Elizabethton, TN,"14,322"
12007,7.10%,Stamford, CT,"125,401"
12008,7.10%,Helix, OR,196
12009,7.10%,Hope, IN,"2,292"
12010,7.10%,Chillum, MD,"36,684"
12011,7.10%,Rolling Fields, KY,694
12012,7.10%,Newton Grove, NC,649
12013,7.09%,Syracuse, NE,"1,887"
12014,7.09%,Springfield, MO,"162,333"
12015,7.09%,Star Lake, NY,921
12016,7.09%,Franklin, KY,"8,563"
12017,7.09%,Santa Ynez, CA,"4,909"
12018,7.09%,Saint Leonard, MD,574
12019,7.09%,Montfort, WI,710
12020,7.09%,Marco Island, FL,"16,921"
12021,7.09%,Valley Park, MO,"6,980"
12022,7.08%,Onamia, MN,907
12023,7.08%,Granville, IA,348
12024,7.08%,El Cajon, CA,"101,582"
12025,7.08%,Claremont, IL,227
12025,7.08%,Ackerman, MS,"1,816"
12027,7.07%,Pepeekeo, HI,"1,817"
12028,7.07%,Manchester Center, VT,"2,211"
12029,7.07%,Cambridge Springs, PA,"2,530"
12030,7.07%,Little Falls, NJ,"11,622"
12031,7.07%,Garrett, IN,"6,213"
12032,7.06%,Callaway, NE,682
12033,7.05%,Palm Springs, CA,"45,827"
12034,7.05%,Kenhorst, PA,"2,868"
12035,7.05%,Shelbyville, IN,"19,216"
12036,7.05%,North Haledon, NJ,"8,478"
12037,7.04%,Malden, MA,"60,309"
12038,7.04%,Millbrae, CA,"22,177"
12039,7.04%,Pavilion, NY,517
12040,7.04%,Vista, CA,"96,181"
12041,7.03%,Callender, CA,"1,537"
12042,7.03%,Indiantown, FL,"5,981"
12043,7.03%,El Sobrante, CA,"13,122"
12044,7.03%,Lee, IL,335
12045,7.03%,Swainsboro, GA,"7,431"
12046,7.03%,Monticello, FL,"2,711"
12047,7.02%,Millersville, PA,"8,320"
12048,7.02%,Dedham, MA,"25,111"
12049,7.02%,Janesville, WI,"63,674"
12050,7.01%,Belford, NJ,"1,434"
12051,7.01%,Randolph, MA,"33,135"
12052,7.01%,Leigh, NE,473
12053,7.01%,Fort Atkinson, WI,"12,436"
12054,7.01%,Red Bluff, CA,"14,069"
12055,7.01%,Kwethluk, AK,763
12056,7.01%,Auburn, GA,"7,388"
12057,7.01%,Catlett, VA,229
12058,7.01%,Lake City, PA,"3,008"
12059,7.00%,Honeyville, UT,"1,299"
12060,7.00%,Great Bend, PA,749
12060,7.00%,Converse, LA,428
12062,7.00%,Nelsonville, OH,"5,596"
12063,6.99%,Le Roy, IL,"3,565"
12064,6.99%,Belmont, PA,"3,045"
12065,6.99%,Grayson, KY,"4,148"
12066,6.99%,Oak Ridge, TN,"29,301"
12067,6.99%,Columbus, NE,"22,436"
12068,6.99%,Riverside borough, PA,"1,991"
12069,6.98%,Charleston, TN,674
12070,6.98%,American Falls, ID,"4,398"
12071,6.98%,Mellwood, MD,"3,051"
12072,6.98%,Orland Hills, IL,"7,252"
12073,6.98%,Saint Helena, NE,92
12073,6.98%,Chamisal, NM,322
12073,6.98%,Country Homes, WA,"5,566"
12076,6.98%,Panama, OK,"1,457"
12077,6.97%,Hapeville, GA,"6,611"
12078,6.97%,Smith Mills, MA,"4,741"
12079,6.97%,Upland, IN,"4,068"
12080,6.97%,Ridgeway, VA,829
12081,6.96%,Plainfield, OH,169
12082,6.96%,Grand River, OH,369
12082,6.96%,Lake Shangrila, WI,861
12084,6.95%,Eagleville CDP, PA,"4,768"
12085,6.95%,Harristown, IL,"1,431"
12086,6.95%,Osgood, IN,"1,785"
12087,6.95%,Laporte, CO,"2,878"
12088,6.95%,Willmar, MN,"19,626"
12089,6.95%,Saint Charles, IA,662
12090,6.94%,Luverne, AL,"2,818"
12091,6.94%,Kemp, OK,154
12092,6.94%,Westview, FL,"10,365"
12093,6.94%,Montello, WI,"1,494"
12094,6.94%,Early, IA,647
12095,6.94%,Port Byron, NY,"1,387"
12096,6.94%,Linntown, PA,"1,649"
12097,6.94%,Healdsburg, CA,"11,466"
12098,6.94%,Laughlin, NV,"7,567"
12099,6.93%,Egypt, AR,108
12099,6.93%,Maybee, MI,540
12101,6.93%,Seaford, DE,"7,163"
12102,6.93%,Black River, NY,"1,374"
12103,6.92%,Palmer, MA,"4,170"
12104,6.92%,Tuckahoe, VA,"46,235"
12105,6.92%,Hancock, MI,"4,622"
12106,6.91%,Willisville, AR,201
12107,6.91%,Hoxie, KS,"1,330"
12107,6.91%,Williamsdale, OH,665
12109,6.91%,South Valley, NM,"41,760"
12109,6.91%,Orwell, OH,"1,624"
12111,6.91%,Osceola, IA,"4,981"
12112,6.91%,Lake Bronson, MN,263
12112,6.91%,Madison, CA,526
12114,6.91%,Alexandria, AL,"3,947"
12115,6.90%,Hutchinson, MN,"13,983"
12116,6.90%,Gibsonburg, OH,"2,679"
12117,6.90%,Potomac, IL,728
12118,6.90%,Highland, WI,914
12119,6.90%,Live Oak, FL,"6,927"
12120,6.90%,Kingsgate, WA,"13,065"
12121,6.90%,Viola, WI,713
12121,6.90%,Coloma, MI,"1,705"
12121,6.90%,Leyner, CO,31
12124,6.89%,Millington, TN,"11,152"
12125,6.89%,Schulenburg, TX,"2,885"
12126,6.89%,Washington Terrace, UT,"9,140"
12127,6.88%,Womelsdorf, WV,264
12128,6.88%,Mapleview, MN,202
12129,6.88%,Buckley, WA,"4,430"
12130,6.87%,Green Knoll, NJ,"5,954"
12131,6.87%,Athens, LA,280
12132,6.87%,Berry Creek, CA,"1,292"
12133,6.86%,Conway, FL,"15,382"
12134,6.86%,Marshall, MN,"13,609"
12135,6.86%,Summit, IL,"11,367"
12136,6.86%,Chester Hill, PA,981
12137,6.86%,Williams, AZ,"3,037"
12138,6.86%,Grambling, LA,"5,015"
12139,6.86%,Shanor-Northvue, PA,"5,156"
12140,6.86%,Otterbein, IN,"1,402"
12141,6.86%,Bartonsville, MD,"1,387"
12142,6.86%,Sullivans Island, SC,"2,042"
12143,6.85%,Calhoun, TN,530
12144,6.85%,Iron Horse, CA,343
12145,6.85%,Council Bluffs, IA,"62,261"
12146,6.85%,Coaldale, PA,156
12147,6.85%,Schenectady, NY,"66,055"
12148,6.85%,Delmont, PA,"2,668"
12149,6.85%,Mather, CA,"4,806"
12150,6.85%,Nome, AK,"3,745"
12151,6.84%,Hughes Springs, TX,"1,983"
12152,6.84%,Kindred, ND,656
12153,6.84%,New Galilee, PA,453
12154,6.84%,Cross Lanes, WV,"11,061"
12155,6.84%,Crystal Lake, IL,"40,598"
12156,6.84%,Golden Triangle, NJ,"3,751"
12157,6.84%,Bloxom, VA,422
12158,6.83%,Hayward, CA,"149,596"
12159,6.83%,Deposit, NY,"1,815"
12160,6.83%,Tucker, GA,"28,343"
12161,6.82%,Higgins, TX,454
12162,6.82%,Stonewall, TX,501
12163,6.82%,Moab, UT,"5,105"
12164,6.82%,Greenbush, VA,47
12164,6.82%,Black Earth, WI,"1,410"
12166,6.82%,Annville, PA,"4,826"
12167,6.82%,Lisle, IL,"22,626"
12168,6.81%,Cross Lake, MN,"2,022"
12169,6.81%,Winfield, TX,533
12170,6.81%,Spindale, NC,"4,296"
12171,6.81%,Mesa Verde, CA,"1,004"
12172,6.81%,Indianapolis, IN,"835,097"
12173,6.80%,Dellroy, OH,314
12173,6.80%,Tunkhannock, PA,"2,041"
12175,6.80%,Loomis, NE,424
12176,6.80%,Greenlawn, NY,"14,189"
12177,6.80%,Rancho Chico, TX,330
12178,6.79%,Chippewa Falls, WI,"13,803"
12179,6.79%,Glen Allen, AL,472
12180,6.79%,Riverside, OH,"25,143"
12181,6.79%,Marshall, NC,897
12182,6.78%,Wake Village, TX,"5,477"
12183,6.78%,White, GA,740
12184,6.78%,Emmonak, AK,819
12185,6.78%,East Riverdale, MD,"15,975"
12186,6.78%,Upper Bear Creek, CO,"1,040"
12187,6.78%,Kendrick, ID,394
12188,6.77%,Enid, OK,"50,232"
12189,6.77%,Whiteland, IN,"4,226"
12190,6.77%,Fanshawe, OK,410
12190,6.77%,Olsburg, KS,205
12192,6.77%,Mequon, WI,"23,300"
12193,6.77%,Valley, NE,"1,909"
12194,6.77%,Mcqueeney, TX,"2,698"
12195,6.76%,Trevose, PA,"3,062"
12196,6.76%,Quinter, KS,"1,026"
12197,6.76%,Hart, TX,"1,279"
12198,6.76%,Malone, WA,474
12199,6.75%,Levelland, TX,"13,735"
12200,6.75%,Metuchen, NJ,"13,707"
12201,6.75%,Hazelton, ND,253
12202,6.75%,Belton, MO,"23,197"
12203,6.74%,Cortez, CO,"8,515"
12204,6.74%,Rancho San Diego, CA,"21,514"
12205,6.74%,Kingsley, MI,"1,568"
12206,6.74%,Cooperstown, PA,491
12207,6.74%,Vanlue, OH,396
12208,6.74%,San Francisco, CA,"829,072"
