Rank,Crime Index,City,State,Population
3381,"1,477",Baraboo, WI,"12,046"
3382,"1,477",Cicero, IL,"84,423"
3383,"1,477",Dawson, GA,"4,447"
3384,"1,477",Grand Haven, MI,"10,687"
3385,"1,477",Paxtang, PA,"1,450"
3386,"1,476",Arnold, PA,"5,090"
3387,"1,476",Mayflower, AR,"2,043"
3388,"1,476",Springdale, SC,"2,216"
3389,"1,475",Cloquet, MN,"12,064"
3390,"1,475",Hereford, TX,"15,330"
3391,"1,475",Logan, NM,"1,089"
3392,"1,474",San Jose, CA,"986,320"
3393,"1,474",Bozeman, MT,"39,123"
3394,"1,473",Fountain Hill, PA,"4,610"
3395,"1,473",Crescent Springs, KY,"3,958"
3396,"1,472",Manitou Springs, CO,"5,175"
3397,"1,472",South Congaree, SC,"2,475"
3398,"1,472",Cortez, CO,"8,515"
3399,"1,471",Rushville, IN,"6,314"
3400,"1,471",Lakewood, CA,"80,926"
3401,"1,471",Stowe, PA,"3,765"
3402,"1,470",Hillsville, VA,"2,717"
3403,"1,470",Jonesville, SC,856
3404,"1,469",Des Peres, MO,"8,443"
3405,"1,469",Nampa, ID,"84,660"
3406,"1,469",Fargo, ND,"110,725"
3407,"1,469",Sumas, WA,"1,256"
3408,"1,468",Lochbuie, CO,"5,127"
3409,"1,468",Comanche, OK,"1,655"
3410,"1,466",Decatur, TN,"1,503"
3411,"1,466",Martin, TN,"11,396"
3412,"1,465",Olla, LA,"1,306"
3413,"1,465",Indian Wells, CA,"5,089"
3414,"1,465",Ranger, TX,"2,921"
3415,"1,465",Republic, MO,"15,222"
3416,"1,464",Sand Springs, OK,"19,277"
3417,"1,463",Port Clinton, OH,"6,038"
3418,"1,463",Vinton, VA,"8,129"
3419,"1,463",Gladstone, OR,"11,668"
3420,"1,463",Burns, OR,"2,753"
3421,"1,463",Lexington, MS,"2,113"
3422,"1,463",Lynn Haven, FL,"19,049"
3423,"1,462",Sandy Springs, GA,"98,480"
3424,"1,462",Fremont, MI,"4,065"
3425,"1,462",Whittier, CA,"86,400"
3426,"1,462",Canton, TX,"3,565"
3427,"1,462",Erin, TN,"1,451"
3428,"1,462",Beeville, TX,"13,102"
3429,"1,461",Walker, MI,"24,015"
3430,"1,461",Crewe, VA,"2,875"
3431,"1,461",Tonkawa, OK,"3,144"
3432,"1,461",Baileyville, ME,0
3433,"1,461",Ashwaubenon, WI,"17,065"
3434,"1,460",Dover Foxcroft, ME,"2,542"
3435,"1,460",International Falls, MN,"6,329"
3436,"1,460",Trenton, MO,"6,058"
3437,"1,460",Robbinsdale, MN,"14,196"
3438,"1,459",Hartford, MI,"2,660"
3439,"1,459",Pacific, WA,"6,845"
3440,"1,459",Dexter, ME,"1,904"
3441,"1,459",Turner, OR,"2,272"
3442,"1,457",Crandon, WI,"1,843"
3443,"1,457",Mcadenville, NC,617
3444,"1,457",Craig, CO,"9,092"
3445,"1,457",Countryside, IL,"5,974"
3446,"1,457",Waxhaw, NC,"10,878"
3447,"1,456",Goshen, IN,"32,297"
3448,"1,456",Seiling, OK,869
3449,"1,455",Hobart, OK,"3,729"
3450,"1,455",Jacksons Gap, AL,"1,115"
3451,"1,455",Mcfarland, CA,"12,784"
3452,"1,455",Effingham, IL,"12,428"
3453,"1,455",Richton Park, IL,"13,718"
3454,"1,455",Miamisburg, OH,"20,168"
3455,"1,455",Ingleside, TX,"9,468"
3456,"1,454",Dalhart, TX,"8,150"
3457,"1,454",La Villa, TX,"2,477"
3458,"1,454",Alvin, TX,"24,938"
3459,"1,454",Rogersville, AL,"1,106"
3460,"1,454",Dimmitt, TX,"4,394"
3461,"1,453",Jamestown, OH,"1,852"
3462,"1,453",Graham, TX,"8,840"
3463,"1,453",Moberly, MO,"13,898"
3464,"1,453",Sayre, PA,"5,553"
3465,"1,453",Lebanon, NH,"13,474"
3466,"1,453",Bear Creek, AL,"1,510"
3467,"1,453",Alexandria, IN,"5,100"
3468,"1,452",Nevada, IA,"6,794"
3469,"1,452",Lake Royale, NC,"3,280"
3470,"1,452",Newkirk, OK,"2,297"
3471,"1,451",Indian Rocks Beach, FL,"4,153"
3472,"1,451",South Carthage, TN,"1,399"
3473,"1,450",Cedar Grove, FL,"3,257"
3474,"1,450",Perryville, MD,"4,391"
3475,"1,449",Pocahontas, VA,626
3476,"1,449",Suisun City, CA,0
3477,"1,449",Hesperia, CA,"91,757"
3478,"1,449",Mount Holly, NJ,0
3479,"1,448",Bennington, NH,286
3480,"1,448",Shelbyville, KY,"14,558"
3481,"1,448",Glennville, GA,"5,166"
3482,"1,448",Donalsonville, GA,"2,720"
3483,"1,447",Fairfield, ME,"2,773"
3484,"1,447",Albany, OR,"51,210"
3485,"1,447",Angel Fire, NM,"1,161"
3486,"1,447",Raton, NM,"6,627"
3487,"1,446",Oxford, OH,"21,552"
3488,"1,446",Wilmer, TX,"3,779"
3489,"1,446",Bensalem, PA,0
3490,"1,446",Coulee City, WA,644
3491,"1,446",Oliver Springs, TN,"3,063"
3492,"1,445",Grambling, LA,"5,015"
3493,"1,444",Abilene, KS,"6,729"
3494,"1,444",Moundsville, WV,"8,960"
3495,"1,444",Hermosa Beach, CA,"19,725"
3496,"1,444",New Hope, PA,"2,526"
3497,"1,443",Luna Pier, MI,"1,397"
3498,"1,442",Lansdowne, PA,"10,618"
3499,"1,442",Taylor, PA,"6,230"
3500,"1,442",Costa Mesa, CA,"111,635"
3501,"1,442",Richlands, NC,"2,470"
3502,"1,442",Emerado, ND,331
3503,"1,441",Benton, IL,"7,185"
3504,"1,441",Pearsall, TX,"9,482"
3505,"1,441",Oak Bluffs, MA,0
3506,"1,441",Brentwood, MO,"8,048"
3507,"1,440",East Jordan, MI,"2,335"
3508,"1,440",Westminster, CO,"109,296"
3509,"1,440",China Grove, NC,"4,155"
3510,"1,440",Lake Geneva, WI,"7,693"
3511,"1,439",Milo, ME,"1,932"
3512,"1,439",North Richland Hills, TX,"65,835"
3513,"1,439",Vinton, LA,"3,391"
3514,"1,438",Keene, NH,"23,281"
3515,"1,438",Henderson, KY,"28,840"
3516,"1,438",Front Royal, VA,"14,709"
3517,"1,438",Chamberlain, SD,"2,660"
3518,"1,437",Headland, AL,"4,637"
3519,"1,437",Chapel Hill, NC,"58,379"
3520,"1,437",Clarinda, IA,"5,490"
3521,"1,437",Spring Valley, NY,"32,007"
3522,"1,436",Winfield, AL,"4,300"
3523,"1,436",Wausau, WI,"39,209"
3524,"1,436",Stillwater, OK,"46,851"
3525,"1,435",Muleshoe, TX,"5,161"
3526,"1,435",Gloucester City, NJ,"11,392"
3527,"1,433",Eudora, AR,"2,169"
3528,"1,433",Sophia, WV,"1,337"
3529,"1,433",Blairsville, PA,"3,385"
3530,"1,433",Clay Center, KS,"4,280"
3531,"1,433",Seneca, IL,"2,629"
3532,"1,433",Jacksonville, NC,"69,300"
3533,"1,432",Elgin, TX,"8,224"
3534,"1,432",Tatum, TX,"1,022"
3535,"1,432",Cambridge, MN,"8,223"
3536,"1,431",Alamo, TN,"2,423"
3537,"1,431",Oneonta, AL,"6,623"
3538,"1,431",Fontana, CA,"201,355"
3539,"1,431",Hanover, PA,"15,365"
3540,"1,430",Achille, OK,493
3541,"1,429",Folcroft, PA,"6,615"
3542,"1,429",Forest Park, OH,"18,685"
3543,"1,429",Wickenburg, AZ,"6,629"
3544,"1,429",Pocatello, ID,"54,466"
3545,"1,429",Forsyth, MO,"1,874"
3546,"1,429",Austin, MN,"24,760"
3547,"1,429",Brundidge, AL,"2,007"
3548,"1,429",Baileyton, TN,493
3549,"1,428",Mountlake Terrace, WA,"20,318"
3550,"1,427",Fullerton, CA,"137,945"
3551,"1,427",Webb City, MO,"10,985"
3552,"1,427",Chesilhurst, NJ,"1,675"
3553,"1,427",South Portland, ME,"25,154"
3554,"1,426",Lyman, SC,"3,314"
3555,"1,426",Mount Ephraim, NJ,"4,669"
3556,"1,426",Granby, CO,"2,009"
3557,"1,425",Paris, KY,"9,746"
3558,"1,425",Bowling Green, FL,"2,925"
3559,"1,425",Carlisle, PA,"18,877"
3560,"1,424",Krebs, OK,"2,384"
3561,"1,424",Chula Vista, CA,"253,031"
3562,"1,424",Anthony, TX,"5,218"
3563,"1,424",Ashville, AL,"2,225"
3564,"1,424",Lebanon, VA,"3,399"
3565,"1,424",Fairview, OR,"9,094"
3566,"1,423",Laurel Springs, NJ,"1,910"
3567,"1,423",Edwardsville, KS,"4,367"
3568,"1,423",Lucedale, MS,"2,978"
3569,"1,422",Sparta, WI,"9,610"
3570,"1,422",Montpelier, VT,"7,760"
3571,"1,421",Bunker Hill, IL,"1,644"
3572,"1,421",Tilton, IL,"2,686"
3573,"1,420",Siloam Springs, AR,"15,614"
3574,"1,420",Geneva, AL,"4,465"
3575,"1,420",Miami Lakes, FL,"30,396"
3576,"1,420",Greenville, PA,"5,919"
3577,"1,420",Sapulpa, OK,"20,308"
3578,"1,419",Middletown, DE,"19,469"
3579,"1,419",Nantucket, MA,"7,787"
3580,"1,419",Walnut Creek, CA,"65,923"
3581,"1,419",Danville, PA,"4,703"
3582,"1,419",Buckner, MO,"3,071"
3583,"1,419",Belgrade, MT,"7,625"
3584,"1,419",Coon Rapids, MN,"61,809"
3585,"1,418",Dexter, MO,"7,902"
3586,"1,418",Bedford, IN,"13,384"
3587,"1,418",Ridgway, PA,"4,024"
3588,"1,418",Lexington, SC,"19,007"
3589,"1,418",Spruce Pine, NC,"2,257"
3590,"1,418",Watkins Glen, NY,"1,847"
3591,"1,418",South Pekin, IL,"1,160"
3592,"1,417",Enterprise, AL,"27,375"
3593,"1,417",Etna, PA,"3,446"
3594,"1,417",Tulia, TX,"4,923"
3595,"1,416",Linn Creek, MO,257
3596,"1,415",Linden, TX,"2,466"
3597,"1,415",Oregon, OH,"20,282"
3598,"1,415",Peoria, AZ,"160,231"
3599,"1,415",Carrollton, MI,"6,044"
3600,"1,414",Kinston, AL,563
3601,"1,414",Medina, NY,"5,962"
3602,"1,414",Lake Lafayette, MO,372
3603,"1,414",Tularosa, NM,"2,916"
3604,"1,413",Rockdale, TX,"5,506"
3605,"1,413",Rich Hill, MO,"1,460"
3606,"1,412",Dumas, TX,"14,908"
3607,"1,412",Audubon Park, KY,"1,348"
3608,"1,412",East Moline, IL,"21,294"
3609,"1,412",Heidelberg, MS,769
3610,"1,412",Martinez, CA,"36,876"
3611,"1,412",Austintown, OH,"29,034"
3612,"1,412",Brilliant, AL,"1,053"
3613,"1,411",Richland, MO,"1,853"
3614,"1,411",Lehighton, PA,"5,427"
3615,"1,411",Winlock, WA,"1,728"
3616,"1,411",Double Springs, AL,"1,388"
3617,"1,411",Florence, OR,"8,498"
3618,"1,411",La Plata, MD,"8,903"
3619,"1,410",Jerome, ID,"11,046"
3620,"1,410",Everson, WA,"2,528"
3621,"1,410",Delavan, WI,"8,467"
3622,"1,409",Big Sandy, TN,593
3623,"1,409",Lake Stevens, WA,"29,258"
3624,"1,409",Hugo, OK,"5,294"
3625,"1,408",Roseville, CA,"124,250"
3626,"1,408",Kerrville, TX,"22,560"
3627,"1,408",Lewisville, TX,"99,039"
3628,"1,408",Chillicothe, MO,"8,528"
3629,"1,408",Tehachapi, CA,"13,818"
3630,"1,407",Euless, TX,"52,649"
3631,"1,407",Fredonia, KS,"2,400"
3632,"1,406",Chase City, VA,"2,228"
3633,"1,406",Mounds View, MN,"12,412"
3634,"1,406",Norton Shores, MI,"23,941"
3635,"1,405",New York, NY,"8,354,889"
3636,"1,405",Dyer, AR,757
3637,"1,405",Miller, MO,664
3638,"1,405",Park Forest, IL,"22,490"
3639,"1,405",Calera, AL,"12,376"
3640,"1,404",Norridge, IL,"14,713"
3641,"1,404",Imlay City, MI,"3,588"
3642,"1,403",Black River Falls, WI,"3,591"
3643,"1,403",Gurnee, IL,"31,182"
3644,"1,403",Collinsville, AL,"1,991"
3645,"1,403",Grand Forks, ND,"54,095"
3646,"1,403",Lincolnwood, IL,"12,653"
3647,"1,402",Sawyer, OK,373
3648,"1,402",East Windsor, CT,0
3649,"1,402",Damascus, VA,796
3650,"1,402",Summersville, WV,"3,549"
3651,"1,401",Mansfield, MO,"1,185"
3652,"1,401",Kirkland, WA,"83,320"
3653,"1,401",Mingo Junction, OH,"3,125"
3654,"1,400",Willimantic, CT,"17,845"
3655,"1,400",Trenton, FL,"2,298"
3656,"1,400",Maitland, FL,"16,273"
3657,"1,400",Red Wing, MN,"16,502"
3658,"1,400",Fairfield, IL,"5,080"
3659,"1,400",Ithaca, NY,"30,399"
3660,"1,399",Fountain Inn, SC,"8,031"
3661,"1,399",Dunkirk, NY,"12,386"
3662,"1,399",Fort Morgan, CO,"11,397"
3663,"1,399",Stigler, OK,"2,704"
3664,"1,399",Galt, CA,"24,280"
3665,"1,398",South Pittsburg, TN,"3,104"
3666,"1,398",Sparta, IL,"4,338"
3667,"1,398",Oxnard, CA,"201,744"
3668,"1,398",Chandler, OK,"3,113"
3669,"1,398",Herculaneum, MO,"3,684"
3670,"1,398",Carthage, MO,"14,281"
3671,"1,397",Ninety Six, SC,"1,972"
3672,"1,397",Eagle Pass, TX,"27,463"
3673,"1,397",Claremore, OK,"18,849"
3674,"1,396",Crystal Springs, MS,"4,983"
3675,"1,396",Webster City, IA,"7,905"
3676,"1,396",Polo, IL,"2,122"
3677,"1,396",Wyomissing, PA,"10,467"
3678,"1,396",Freeport, NY,"43,168"
3679,"1,396",Mattoon, IL,"17,906"
3680,"1,396",Tryon, NC,"1,681"
3681,"1,396",Kutztown, PA,"5,016"
3682,"1,396",Grapeland, TX,"1,857"
3683,"1,395",Bluefield, VA,"5,375"
3684,"1,395",Nassau Bay, TX,"4,077"
3685,"1,394",Towanda, PA,"2,899"
3686,"1,393",La Grande, OR,"13,090"
3687,"1,393",Claremont, NH,"13,169"
3688,"1,393",Old Fort, NC,965
3689,"1,393",Kiowa, OK,536
3690,"1,393",Pine Hill, NJ,"10,383"
3691,"1,392",Boise, ID,0
3692,"1,392",Chandler, AZ,"245,231"
3693,"1,392",Ellwood City, PA,"7,743"
3694,"1,392",Butler, OH,"1,026"
3695,"1,392",Orange, MA,"3,944"
3696,"1,392",Pekin, IL,"33,928"
3697,"1,392",Bedford Heights, OH,"10,680"
3698,"1,391",Columbia, MS,"6,446"
3699,"1,391",Deer Lodge, MT,"3,085"
3700,"1,391",Kannapolis, NC,"43,865"
3701,"1,391",Bend, OR,"79,698"
3702,"1,391",Mcpherson, KS,"13,205"
3703,"1,390",Columbiana, AL,"4,198"
3704,"1,390",Marina, CA,"20,198"
3705,"1,390",Collingswood, NJ,"13,929"
3706,"1,390",West York, PA,"4,594"
3707,"1,390",Candor, NC,775
3708,"1,389",Rhinelander, WI,"7,642"
3709,"1,389",Middleburg, PA,"1,362"
3710,"1,388",Alton, TX,"14,735"
3711,"1,388",Berwyn Heights, MD,"3,201"
3712,"1,388",Old Brookville, NY,"2,585"
3713,"1,388",Ocean View, DE,"1,776"
3714,"1,387",Evansville, WY,"2,776"
3715,"1,387",Jennings, FL,802
3716,"1,387",Gates, NY,"5,049"
3717,"1,387",Dupo, IL,"4,045"
3718,"1,387",Forest Heights, MD,"2,496"
3719,"1,387",Pacific, MO,"6,047"
3720,"1,386",Calera, OK,"2,686"
3721,"1,386",Somers Point, NJ,"10,783"
3722,"1,386",East Prairie, MO,"3,191"
3723,"1,386",Watseka, IL,"5,463"
3724,"1,386",Nogales, AZ,"20,699"
3725,"1,385",Hastings, PA,"1,284"
3726,"1,385",Westminster, CA,"91,255"
3727,"1,385",Long Branch, NJ,"30,590"
3728,"1,385",Auburn, CA,"13,690"
3729,"1,385",Riverton, IL,"3,468"
3730,"1,385",Seymour, MO,"1,696"
3731,"1,384",Helper, UT,"2,218"
3732,"1,384",Opp, AL,"6,675"
3733,"1,384",Yankton, SD,"14,513"
3734,"1,383",Duquesne, MO,"1,721"
3735,"1,382",Stephenville, TX,"18,387"
3736,"1,382",Mineola, TX,"4,514"
3737,"1,382",Mountain Home, AR,"12,338"
3738,"1,382",Portage, IN,"37,008"
3739,"1,382",Las Animas, CO,"1,943"
3740,"1,381",Mount Gilead, OH,"3,583"
3741,"1,381",Schoolcraft, MI,"1,657"
3742,"1,381",Mitchell, SD,"15,490"
3743,"1,380",Jackson, SC,"1,545"
3744,"1,380",Chouteau, OK,"2,060"
3745,"1,380",Surfside, FL,"5,927"
3746,"1,380",Saint Charles, MI,"2,016"
3747,"1,380",Waterloo, NY,"5,178"
3748,"1,380",Troutdale, OR,"16,339"
3749,"1,380",Belzoni, MS,"2,471"
3750,"1,379",Winchester, NH,"1,683"
3751,"1,379",Charlestown, IN,"7,802"
3752,"1,379",Joliet, IL,"147,786"
3753,"1,378",Mascotte, FL,"5,197"
3754,"1,378",Scottdale, PA,"4,336"
3755,"1,378",Hudson, MI,"2,431"
3756,"1,378",Carrier Mills, IL,"1,813"
3757,"1,378",Whitmire, SC,"1,368"
3758,"1,378",Kirksville, MO,"17,578"
3759,"1,377",Maywood, CA,"27,703"
3760,"1,377",Athol, MA,"8,340"
3761,"1,377",Monroe City, MO,"2,474"
3762,"1,377",Grayville, IL,"1,722"
3763,"1,377",Social Circle, GA,"4,270"
3764,"1,376",Coffee City, TX,352
3765,"1,376",Marceline, MO,"2,239"
3766,"1,375",Wellford, SC,"2,472"
3767,"1,375",Allenhurst, NJ,486
3768,"1,375",Port Jervis, NY,"8,736"
3769,"1,374",Christiansburg, VA,"21,427"
3770,"1,374",Fond Du Lac, WI,"43,007"
3771,"1,374",Alamogordo, NM,"31,224"
3772,"1,374",Taylorsville, KY,816
3773,"1,374",Fairfield, NJ,"7,502"
3774,"1,373",Star, NC,856
3775,"1,373",Essex, MO,603
3776,"1,373",Somerset, OH,"1,488"
3777,"1,373",Fairhope, AL,"16,661"
3778,"1,372",Salem, SD,"1,377"
3779,"1,372",Williamsburg, OH,"2,512"
3780,"1,372",Kalkaska, MI,"2,176"
3781,"1,371",Huntington, TX,"2,169"
3782,"1,371",Redwood City, CA,"79,736"
3783,"1,371",Fayette, AL,"4,562"
3784,"1,371",Morrisville, PA,"8,689"
3785,"1,370",Norman, OK,"115,521"
3786,"1,370",Bartlett, TX,"2,068"
3787,"1,370",Ider, AL,"1,033"
3788,"1,370",Auburn, MA,0
3789,"1,369",Martin, SD,981
3790,"1,369",Taunton, MA,"56,056"
3791,"1,369",Gibson, TN,359
3792,"1,368",South Hutchinson, KS,"2,267"
3793,"1,368",Benton, TN,"1,844"
3794,"1,368",Archdale, NC,"11,322"
3795,"1,367",Arlington Heights, OH,985
3796,"1,367",Manchester, CT,"30,621"
3797,"1,367",Newberg, OR,"22,451"
3798,"1,367",Yorktown, TX,"2,386"
3799,"1,366",Clinton, OK,"9,281"
3800,"1,366",Matthews, NC,"28,677"
3801,"1,365",Stamps, AR,"1,863"
3802,"1,365",Rosemead, CA,"54,457"
3803,"1,365",Ritzville, WA,"1,803"
3804,"1,365",Mossyrock, WA,825
3805,"1,364",Dunsmuir, CA,"1,482"
3806,"1,364",Baldwin Park, CA,"76,411"
3807,"1,364",Sandpoint, ID,"7,497"
3808,"1,363",Lytle, TX,"3,025"
3809,"1,363",Four Oaks, NC,"2,068"
3810,"1,363",New Lexington, OH,"4,889"
3811,"1,363",Philippi, WV,"3,131"
3812,"1,363",Washington, IA,"7,315"
3813,"1,362",Ocean Springs, MS,"17,446"
3814,"1,362",Forest Grove, OR,"22,070"
3815,"1,362",Farmington, ME,"4,142"
3816,"1,361",Boca Raton, FL,"88,187"
3817,"1,360",Red Boiling Springs, TN,"1,138"
3818,"1,359",Red Lodge, MT,"2,337"
3819,"1,359",Waelder, TX,"1,351"
3820,"1,359",Alsip, IL,"19,385"
3821,"1,359",Malden, MA,"60,309"
3822,"1,359",Howell, MI,"9,543"
3823,"1,359",Clayton, AL,"2,971"
3824,"1,359",Lake Lure, NC,"1,375"
3825,"1,358",Welch, WV,"3,015"
3826,"1,358",Firebaugh, CA,"7,935"
3827,"1,358",Oneonta, NY,"13,906"
3828,"1,358",Richfield, MN,"35,877"
3829,"1,358",Perth Amboy, NJ,"51,727"
3830,"1,357",Cheektowaga, NY,"74,967"
3831,"1,357",Sisseton, SD,"2,597"
3832,"1,357",Willmar, MN,"19,626"
3833,"1,356",Dunedin, FL,"35,538"
3834,"1,356",Saint Martinville, LA,"6,109"
3835,"1,356",Watertown, SD,"21,795"
3836,"1,356",Pamplico, SC,"1,132"
3837,"1,356",Maumee, OH,"14,148"
3838,"1,355",Jersey Shore, PA,"4,339"
3839,"1,355",Conneaut, OH,"12,836"
3840,"1,355",Elmwood Place, OH,"1,887"
3841,"1,355",Attica, IN,"3,365"
3842,"1,354",Grandview, IL,"1,351"
3843,"1,354",Floydada, TX,"2,946"
3844,"1,354",Port Neches, TX,"12,877"
3845,"1,353",Oskaloosa, IA,"11,555"
3846,"1,352",Lake Alfred, FL,"5,136"
3847,"1,352",Eastland, TX,"3,919"
3848,"1,352",Richmond, MI,"5,806"
3849,"1,351",Spanish Fort, AL,"7,357"
3850,"1,351",Italy, TX,"1,888"
3851,"1,351",Saint Joseph, MI,"8,310"
3852,"1,351",Sweetwater, FL,"20,562"
3853,"1,350",Edcouch, TX,"3,217"
3854,"1,349",Mountain View, AR,"2,810"
3855,"1,349",Blue Springs, MO,"53,053"
3856,"1,349",Quakertown, PA,"8,939"
3857,"1,349",Tamaqua, PA,"6,994"
3858,"1,349",Edna, TX,"5,616"
3859,"1,348",Marana, AZ,"37,028"
3860,"1,347",Brea, CA,"40,443"
3861,"1,347",Salineville, OH,"1,221"
3862,"1,347",Farmington, IL,"2,283"
3863,"1,347",Ilwaco, WA,"1,086"
3864,"1,347",Jamestown, SC,145
3865,"1,346",Arcola, TX,"1,964"
3866,"1,346",Trinidad, CO,"8,657"
3867,"1,346",Bloomingdale, MI,612
3868,"1,346",Broadway, NC,"1,291"
3869,"1,344",Horton, KS,"1,751"
3870,"1,344",Lauderdale By The Sea, FL,"6,241"
3871,"1,344",Munford, TN,"6,001"
3872,"1,344",South Saint Paul, MN,"20,368"
3873,"1,343",South Burlington, VT,"18,378"
3874,"1,343",Oakridge, OR,"3,205"
3875,"1,343",Prague, OK,"2,671"
3876,"1,343",Plainwell, MI,"3,798"
3877,"1,343",Newcastle, WY,"3,495"
3878,"1,343",Shelbyville, IN,"19,216"
3879,"1,343",Whitefish, MT,"6,542"
3880,"1,342",Gettysburg, PA,"7,632"
3881,"1,342",Grove City, OH,"36,981"
3882,"1,342",Isle Of Palms, SC,"4,241"
3883,"1,342",Savanna, IL,"2,993"
3884,"1,342",Bethlehem, PA,"75,050"
3885,"1,341",Tigard, OR,"49,633"
3886,"1,340",Randolph, MA,"33,135"
3887,"1,340",Brigham City, UT,"18,264"
3888,"1,340",Medford, WI,"4,349"
3889,"1,339",Altheimer, AR,"1,012"
3890,"1,339",Pelican Bay, TX,"1,908"
3891,"1,339",Nitro, WV,"6,860"
3892,"1,339",Galena Park, TX,"11,093"
3893,"1,338",Pine Level, NC,"2,000"
3894,"1,338",Carmel, CA,0
3895,"1,338",Canandaigua, NY,"10,532"
3896,"1,338",Premont, TX,"2,674"
3897,"1,337",Olivia, MN,"2,394"
3898,"1,337",Glassboro, NJ,"18,798"
3899,"1,337",Nash, TX,"3,060"
3900,"1,336",Brimfield, OH,"3,691"
3901,"1,336",Buena Park, CA,"82,191"
3902,"1,336",Lawrenceburg, IN,"5,022"
3903,"1,336",Lock Haven, PA,"9,860"
3904,"1,335",Sharpsburg, PA,"3,436"
3905,"1,335",Oxford, PA,"5,100"
3906,"1,335",Litchfield, IL,"6,913"
3907,"1,335",Norfolk, NE,"24,364"
3908,"1,335",Huntingdon, TN,"3,979"
3909,"1,334",Tye, TX,"1,167"
3910,"1,333",Gainesboro, TN,"1,037"
3911,"1,333",Artesia, CA,"16,698"
3912,"1,332",Smithville, TX,"3,890"
3913,"1,332",Prosser, WA,"5,793"
3914,"1,332",Davis, CA,"66,093"
3915,"1,331",Union City, NJ,"68,001"
3916,"1,331",Montgomery, LA,641
3917,"1,331",Davenport, FL,"3,022"
3918,"1,331",Krotz Springs, LA,"1,063"
3919,"1,331",Belfast, ME,"6,664"
3920,"1,330",Saint Anthony, MN,98
3921,"1,330",Purdy, MO,"1,253"
3922,"1,330",Palm Beach Gardens, FL,"50,147"
3923,"1,330",Macon, MO,"5,476"
3924,"1,330",Seward, AK,"2,646"
3925,"1,329",Linden, AL,"2,133"
3926,"1,329",Chino, CA,"80,810"
3927,"1,329",Lake Hallie, WI,"6,550"
3928,"1,329",Avondale Estates, GA,"2,777"
3929,"1,328",Parkesburg, PA,"3,636"
3930,"1,328",Marine City, MI,"4,193"
3931,"1,328",Boardman, OR,"3,305"
3932,"1,328",Payson, AZ,"15,234"
3933,"1,328",Harrison, NJ,"14,436"
3934,"1,327",Mayfield, KY,"10,091"
3935,"1,327",Baxter Springs, KS,"4,161"
3936,"1,326",Milton, NH,801
3937,"1,326",Jerome, IL,"1,532"
3938,"1,325",Greenland, AR,"1,475"
3939,"1,325",Silverthorne, CO,"4,009"
3940,"1,324",Valdez, AK,"4,002"
3941,"1,324",Mcdonald, PA,"2,121"
3942,"1,324",Bellevue, PA,"8,338"
3943,"1,324",Richfield, UT,"7,550"
3944,"1,324",Bellville, TX,"4,142"
3945,"1,324",Springfield, LA,426
3946,"1,323",Bardstown, KY,"12,833"
3947,"1,323",Loma Linda, CA,"23,648"
3948,"1,323",Bridgeport, PA,"4,573"
3949,"1,323",Kettle Falls, WA,"1,507"
3950,"1,322",Riverside, AL,"1,967"
3951,"1,322",Boulder, CO,"102,002"
3952,"1,322",Somerville, MA,"77,560"
3953,"1,322",Henryetta, OK,"5,848"
3954,"1,322",Plymouth, IN,"10,048"
3955,"1,321",Caney, OK,258
3956,"1,321",Carlisle, AR,"2,122"
3957,"1,321",Osage City, KS,"2,910"
3958,"1,321",Roselle, NJ,"21,348"
3959,"1,321",Sharpsville, PA,"4,353"
3960,"1,321",White, PA,0
3961,"1,321",Somerset, PA,"6,185"
3962,"1,321",West Jordan, UT,"108,062"
3963,"1,320",Platte Woods, MO,437
3964,"1,320",Glendive, MT,"5,167"
3965,"1,319",Martinsville, IL,"1,150"
3966,"1,319",Keansburg, NJ,"10,011"
3967,"1,319",Baxter, MN,"7,710"
3968,"1,319",Rogersville, MO,"3,529"
3969,"1,319",Boscobel, WI,"3,201"
3970,"1,319",Gaston, SC,"1,571"
3971,"1,318",West Columbia, TX,"3,917"
3972,"1,318",Big Stone Gap, VA,"5,559"
3973,"1,317",Erving, MA,0
3974,"1,317",Grand Rapids, MN,"10,950"
3975,"1,317",Highland, IN,"23,429"
3976,"1,317",Wells, TX,"1,057"
3977,"1,317",Canton, MO,"2,544"
3978,"1,316",Grover Beach, CA,"13,337"
3979,"1,316",Mancos, CO,"1,461"
3980,"1,316",Soap Lake, WA,"1,629"
3981,"1,316",Bexley, OH,"13,286"
3982,"1,316",Riverhead, NY,"14,354"
3983,"1,315",Hudson, NC,"3,744"
3984,"1,315",Woodstock, NH,0
3985,"1,315",Haverhill, NH,0
3986,"1,314",Pine Bluffs, WY,"1,035"
3987,"1,314",Coralville, IA,"19,677"
3988,"1,314",Eagle Lake, FL,"2,590"
3989,"1,314",New Lebanon, OH,"4,021"
3990,"1,313",Proctor, MN,"3,066"
3991,"1,313",Frisco, CO,"2,782"
3992,"1,313",Bradley Beach, NJ,"4,290"
3993,"1,312",Hays, KS,"20,886"
3994,"1,312",Heavener, OK,"3,397"
3995,"1,311",Watervliet, MI,"1,949"
3996,"1,311",Clemson, SC,"14,254"
3997,"1,311",Salida, CO,"5,329"
3998,"1,310",Dorris, CA,"1,115"
3999,"1,310",Warrensburg, MO,"19,548"
4000,"1,310",White Bear Lake, MN,"24,398"
